code,200901,200902,200903,200904,200905,200906,200907,200908,200909,200910,200911,200912,201001,201002,201003,201004,201005,201006,201007,201008,201009,201010,201011,201012,201101,201102,201103,201104,201105,201106,201107,201108,201109,201110,201111,201112,201201,201202,201203,201204,201205,201206,201207,201208,201209,201210,201211,201212,201301,201302,201303,201304,201305,201306,201307,201308,201309,201310,201311,201312,201401,201402,201403,201404,201405,201406,201407,201408,201409,201410,201411,201412,201501,201502,201503,201504,201505,201506,201507,201508,201509,201510,201511,201512,201601,201602,201603,201604,201605,201606,201607,201608,201609,201610,201611,201612,201701,201702,201703,201704,201705,201706,201707,201708,201709,201710,201711,201712,201801,201802,201803,201804,201805,201806,201807,201808,201809,201810,201811,201812
000082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.001544814565370172,0.001544814565370172,0.001544814565370172,,,,0.00372361646558137,0.00372361646558137,0.00372361646558137,,,,0.005878046362849895,0.005878046362849895,0.005878046362849895,0.00391684660976302,0.00391684660976302,0.00391684660976302,,,,,,,0.005954876305030769,0.005954876305030769,0.005954876305030769,,,,0.03307622495233444,0.03307622495233444,0.03307622495233444,0.007943364173561004,0.007943364173561004,0.007943364173561004,,,,0.01066442205193085,0.01066442205193085,0.01066442205193085,0.003972801131760627,0.003972801131760627,0.003972801131760627,0.007344096841373018,0.007344096841373018,0.007344096841373018,0.014075632538734267,0.014075632538734267,0.014075632538734267,0.008924178501719124,0.008924178501719124,0.008924178501719124,,,
000120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0019022749463569,0.0019022749463569,0.0019022749463569,0.003474647833203595,0.003474647833203595,0.003474647833203595,0.0008233957952484763,0.0008233957952484763,0.0008233957952484763,0.00028779376382442103,0.00028779376382442103,0.00028779376382442103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
000220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0070729164440380176,0.0070729164440380176,0.0070729164440380176,0.006423646626721068,0.006423646626721068,0.006423646626721068,,,,,,,,,,0.015227856591544487,0.015227856591544487,0.015227856591544487,0.035070396053663196,0.035070396053663196,0.035070396053663196,0.06834622032226094,0.06834622032226094,0.06834622032226094,0.04864360362053707,0.04864360362053707,0.04864360362053707,0.006522253482900147,0.006522253482900147,0.006522253482900147,0.005061956424457495,0.005061956424457495,0.005061956424457495,0.0005107105972507874,0.0005107105972507874,0.0005107105972507874,0.0005406116126483888,0.0005406116126483888,0.0005406116126483888,,,,,,,,,
000309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0019830054142129807,0.0019830054142129807,0.0019830054142129807,0.002871126721801147,0.002871126721801147,0.002871126721801147,0.0007588971715514421,0.0007588971715514421,0.0007588971715514421,0.0003146294984379233,0.0003146294984379233,0.0003146294984379233,,,,,,,0.003958466282741411,0.003958466282741411,0.003958466282741411,0.01700755279840647,0.01700755279840647,0.01700755279840647,,,,,,,,,,,,,0.025876550919819486,0.025876550919819486,0.025876550919819486,0.043469655865693346,0.043469655865693346,0.043469655865693346,0.00639289888997315,0.00639289888997315,0.00639289888997315,0.0034505097578151817,0.0034505097578151817,0.0034505097578151817,0.004273080387592657,0.004273080387592657,0.004273080387592657,0.0035349542735035096,0.0035349542735035096,0.0035349542735035096,5.413574482329052e-05,5.413574482329052e-05,5.413574482329052e-05
000409,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00014053314418643246,0.00014053314418643246,0.00014053314418643246,,,,,,,,,,0.012038234796351474,0.012038234796351474,0.012038234796351474,0.01765882477393264,0.01765882477393264,0.01765882477393264,,,,,,,0.01102584984232351,0.01102584984232351,0.01102584984232351,0.005314131532892149,0.005314131532892149,0.005314131532892149,6.7869121916496015e-06,6.7869121916496015e-06,6.7869121916496015e-06,,,,8.964902314419773e-07,8.964902314419773e-07,8.964902314419773e-07
000411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.6415597280235325e-06,4.6415597280235325e-06,4.6415597280235325e-06,2.346913955101734e-06,2.346913955101734e-06,2.346913955101734e-06,,,,,,,,,,,,,,,,0.0006443477143141682,0.0006443477143141682,0.0006443477143141682,0.018826607782171084,0.018826607782171084,0.018826607782171084,0.01230600420108683,0.01230600420108683,0.01230600420108683,1.6756914184809495e-08,1.6756914184809495e-08,1.6756914184809495e-08,,,,2.2437066786290123e-06,2.2437066786290123e-06,2.2437066786290123e-06,2.1005577688396845e-06,2.1005577688396845e-06,2.1005577688396845e-06,,,,,,,3.4911933042754487e-05,3.4911933042754487e-05,3.4911933042754487e-05
000418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.010992175456920689,0.010992175456920689,0.010992175456920689,0.012958230332850925,0.012958230332850925,0.012958230332850925,0.03096065182758643,0.03096065182758643,0.03096065182758643,0.006059617312818495,0.006059617312818495,0.006059617312818495,3.7262277176974035e-07,3.7262277176974035e-07,3.7262277176974035e-07,,,,,,,1.4357929866221826e-07,1.4357929866221826e-07,1.4357929866221826e-07,,,,5.614304661851013e-07,5.614304661851013e-07,5.614304661851013e-07,1.8189591357423035e-07,1.8189591357423035e-07,1.8189591357423035e-07,,,,3.1154497423025475e-06,3.1154497423025475e-06,3.1154497423025475e-06,3.0785969791274664e-06,3.0785969791274664e-06,3.0785969791274664e-06,,,,,,,,,
000432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0005407439768734714,0.0005407439768734714,0.0005407439768734714,4.748562138017326e-05,4.748562138017326e-05,4.748562138017326e-05,3.274863119652735e-05,3.274863119652735e-05,3.274863119652735e-05,9.051018275603778e-06,9.051018275603778e-06,9.051018275603778e-06,,,,,,,,,,,,,,,,,,,0.000427072237810787,0.000427072237810787,0.000427072237810787,0.00026935239986432247,0.00026935239986432247,0.00026935239986432247,0.0003028201221043733,0.0003028201221043733,0.0003028201221043733,0.00022646532618574266,0.00022646532618574266,0.00022646532618574266,,,,,,,,,
000457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.037424441857244806,0.037424441857244806,0.037424441857244806,0.0028943324589249934,0.0028943324589249934,0.0028943324589249934,0.0010499059417631434,0.0010499059417631434,0.0010499059417631434,0.0004937516672580127,0.0004937516672580127,0.0004937516672580127,0.025335379551952905,0.025335379551952905,0.025335379551952905,,,,0.005226149592751702,0.005226149592751702,0.005226149592751702,,,,,,,,,,,,,0.007048535864618582,0.007048535864618582,0.007048535864618582,0.12219863264738637,0.12219863264738637,0.12219863264738637,0.06078724946856964,0.06078724946856964,0.06078724946856964,0.01593749180380389,0.01593749180380389,0.01593749180380389
